,synset_offset,lex_filenum,ss_type,w_cnt,word with lex_id,p_cnt,ptr,f_cnt,frame,gloss
7079,01425348,35,v,02,"[['nestle', '1'], ['snuggle', '1']]",002,"[['$', '01424948', 'v', '0000'], ['@', '01494310', 'v', '0000']]",1,"[['08', '00']]","comfortably; ""The baby nestled her head in her mother's elbow"""
7080,01425511,35,v,01,"[['cuddle', '1']]",003,"[['@', '01424456', 'v', '0000'], ['+', '00417643', 'n', '0101'], ['+', '00854000', 'n', '0102']]",2,"[['08', '00'], ['09', '00']]","(a person or thing) close, as for affection, comfort, or warmth; ""I cuddled the baby"""
7081,01425709,35,v,02,"[['smooch', '0'], ['spoon', '1']]",003,"[['@', '01426153', 'v', '0000'], ['+', '00854000', 'n', '0108'], ['+', '00138599', 'n', '0102']]",1,"[['02', '00']]",and lie in a position where one person faces the back of the others
7082,01425892,35,v,01,"[['pet', '0']]",005,"[['@', '01226215', 'v', '0000'], ['+', '09991867', 'n', '0104'], ['~', '01226781', 'v', '0000'], ['~', '01426072', 'v', '0000'], ['~', '01426153', 'v', '0000']]",2,"[['02', '00'], ['09', '00']]","or caress gently; ""pet the lamb"""
7083,01426072,35,v,01,"[['gentle', '0']]",001,"[['@', '01425892', 'v', '0000']]",1,"[['09', '00']]",soothingly
7084,01426153,35,v,02,"[['neck', '0'], ['make_out', '1']]",005,"[['$', '01426397', 'v', '0000'], ['@', '01425892', 'v', '0000'], ['+', '10351064', 'n', '0101'], ['+', '00854000', 'n', '0106'], ['~', '01425709', 'v', '0000']]",1,"[['09', '00']]","embrace, or fondle with sexual passion; ""The couple were necking in the back seat of the car"""
7085,01426397,35,v,19,"[['sleep_together', '0'], ['roll_in_the_hay', '0'], ['love', '0'], ['make_out', '0'], ['make_love', '0'], ['sleep_with', '0'], ['get_laid', '0'], ['have_sex', '0'], ['know', '0'], ['do_it', '0'], ['be_intimate', '0'], ['have_intercourse', '0'], ['have_it_away', '0'], ['have_it_off', '0'], ['screw', '4'], ['fuck', '0'], ['jazz', '0'], ['eff', '0'], ['hump', '0'], ['lie_with', '0'], ['bed', '0'], ['have_a_go_at_it', '0'], ['bang', '4'], ['get_it_on', '0'], ['bonk', '1']]",014,"[['@', '01428853', 'v', '0000'], ['+', '02818832', 'n', '1501'], ['+', '10114550', 'n', '1001'], ['+', '00846021', 'n', '1002'], ['+', '00846021', 'n', '1001'], ['+', '00846021', 'n', '0f03'], ['+', '00846021', 'n', '0f04'], [';u', '07073447', 'n', '0f01'], ['+', '00846515', 'n', '0304'], ['+', '07488340', 'n', '0301'], ['+', '09622745', 'n', '0301'], ['$', '01426153', 'v', '0000'], ['~', '01427127', 'v', '0000'], ['~', '01427278', 'v', '0000']]",5,"[['02', '00'], ['09', '14'], ['09', '13'], ['09', '10'], ['09', '0f']]","sexual intercourse with; ""This student sleeps with everyone in her dorm""; ""Adam knew Eve""; ""Were you ever intimate with this man?"""
7086,01427127,35,v,02,"[['take', 'e'], ['have', '0']]",001,"[['@', '01426397', 'v', '0000']]",1,"[['09', '00']]","sex with; archaic use; ""He had taken this woman when she was most vulnerable"""
7087,01427278,35,v,01,"[['fornicate', '0']]",007,"[['@', '01426397', 'v', '0000'], ['+', '00848745', 'n', '0101'], ['+', '09772746', 'n', '0102'], ['~', '01427483', 'v', '0000'], ['~', '01427695', 'v', '0000'], ['~', '01427806', 'v', '0000'], ['~', '02095390', 'v', '0000']]",1,"[['02', '00']]",sex without being married
7088,01427483,35,v,01,"[['swing', '8']]",002,"[['@', '01427278', 'v', '0000'], ['+', '10683675', 'n', '0101']]",1,"[['02', '00']]","freely in promiscuous sex, often with the husband or wife of one's friends; ""There were many swinging couples in the 1960's"""
7089,01427695,35,v,01,"[['whore', '0']]",002,"[['@', '01427278', 'v', '0000'], ['+', '10485440', 'n', '0103']]",1,"[['02', '00']]",unlawful sex with a whore
7090,01427806,35,v,01,"[['wench', '0']]",002,"[['@', '01427278', 'v', '0000'], ['+', '10774223', 'n', '0101']]",1,"[['02', '00']]",prostitutes
7091,01427907,35,v,01,"[['tread', '2']]",001,"[['@', '01428853', 'v', '0000']]",1,"[['10', '00']]","with; ""male birds tread the females"""
7092,01428011,35,v,02,"[['serve', '1'], ['service', '0']]",004,"[['@', '01428853', 'v', '0000'], ['+', '00853649', 'n', '0202'], ['+', '00853649', 'n', '0201'], ['~', '01428203', 'v', '0000']]",1,"[['11', '00']]","with; ""male animals serve the females for breeding purposes"""
7093,01428203,35,v,01,"[['stand', 'a']]",002,"[['@', '01428011', 'v', '0000'], [';c', '00917211', 'n', '0000']]",1,"[['01', '00']]","available for stud services; ""male domestic animals such as stallions serve selected females"""
7094,01428381,35,v,02,"[['deflower', '0'], ['ruin', '2']]",003,"[['@', '01428853', 'v', '0000'], ['+', '00966718', 'n', '0101'], ['+', '00844994', 'n', '0101']]",1,"[['09', '00']]","of virginity; ""This dirty old man deflowered several young girls in the village"""
7095,01428578,35,v,03,"[['seduce', '0'], ['score', '1'], ['make', 'd']]",006,"[['*', '01426397', 'v', '0000'], ['@', '00766418', 'v', '0000'], ['+', '00160688', 'n', '0202'], ['+', '00160532', 'n', '0101'], ['+', '10575089', 'n', '0101'], ['$', '00783246', 'v', '0000']]",2,"[['09', '00'], ['02', '02']]","to have sex; ""Harry finally seduced Sally""; ""Did you score last night?""; ""Harry made Sally"""
7096,01428853,35,v,04,"[['copulate', '0'], ['mate', '0'], ['pair', '0'], ['couple', '0']]",019,"[['@', '01291069', 'v', '0000'], ['+', '07988857', 'n', '0401'], ['+', '00847340', 'n', '0401'], ['+', '07976936', 'n', '0301'], ['+', '00847340', 'n', '0303'], ['+', '10640620', 'n', '0204'], ['+', '10300303', 'n', '0201'], ['+', '00847340', 'n', '0202'], ['+', '02887741', 'a', '0102'], ['+', '00845523', 'n', '0104'], ['~', '00054535', 'v', '0000'], ['~', '01426397', 'v', '0000'], ['~', '01427907', 'v', '0000'], ['~', '01428011', 'v', '0000'], ['~', '01428381', 'v', '0000'], ['~', '01429322', 'v', '0000'], ['~', '01430447', 'v', '0000'], ['~', '02568392', 'v', '0000'], ['~', '02568572', 'v', '0000']]",1,"[['02', '00']]","in sexual intercourse; ""Birds mate in the Spring"""
7097,01429322,35,v,02,"[['ride', '3'], ['mount', '7']]",002,"[['@', '01428853', 'v', '0000'], [';c', '01861778', 'n', '0000']]",1,"[['11', '00']]","with; ""The bull was riding the cow"""
7098,01429455,35,v,01,"[['breed', '1']]",006,"[['@', '01621555', 'v', '0000'], ['+', '08101410', 'n', '0101'], ['+', '09873899', 'n', '0101'], ['+', '00914929', 'n', '0101'], ['~', '01429663', 'v', '0000'], ['~', '01429953', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","to procreate (animals); ""She breeds dogs"""
7099,01429663,35,v,02,"[['mongrelize', '0'], ['mongrelise', '0']]",003,"[['@', '01429455', 'v', '0000'], ['+', '02804772', 'n', '0102'], ['+', '02084861', 'n', '0102']]",1,"[['08', '00']]","to become a mongrel; ""mongrelized dogs"""
7100,01429825,35,v,01,"[['backcross', '0']]",001,"[['@', '01429953', 'v', '0000']]",1,"[['08', '00']]",a hybrid of the first generation with one of its parents
7101,01429953,35,v,05,"[['crossbreed', '0'], ['cross', '0'], ['hybridize', '0'], ['hybridise', '0'], ['interbreed', '0']]",013,"[['@', '01429455', 'v', '0000'], ['+', '00849768', 'n', '0503'], ['+', '00850425', 'n', '0506'], ['+', '00850425', 'n', '0402'], ['+', '00850425', 'n', '0301'], ['+', '00850425', 'n', '0307'], ['+', '05870615', 'n', '0301'], ['+', '01327322', 'n', '0301'], ['+', '01327322', 'n', '0203'], ['+', '00850425', 'n', '0204'], ['+', '01327322', 'n', '0102'], ['+', '00850425', 'n', '0205'], ['~', '01429825', 'v', '0000']]",1,"[['08', '00']]","animals or plants using parents of different races and varieties; ""cross a horse and a donkey""; ""Mendel tried crossbreeding""; ""these species do not interbreed"""
7102,01430447,35,v,02,"[['breed', '0'], ['cover', '2']]",003,"[['@', '01428853', 'v', '0000'], [';c', '00917211', 'n', '0000'], ['$', '00060185', 'v', '0000']]",1,"[['01', '00']]","with a female, used especially of horses; ""The horse covers the mare"""
7103,01430633,35,v,06,"[['masturbate', '0'], ['wank', '0'], ['fuck_off', '0'], ['she-bop', '0'], ['jack_off', '0'], ['jerk_off', '0']]",009,"[['*', '01226215', 'v', '0000'], ['@', '02116118', 'v', '0000'], ['+', '10717196', 'n', '0602'], ['+', '00856193', 'n', '0204'], ['+', '10717196', 'n', '0203'], ['+', '00855674', 'n', '0101'], ['+', '10299700', 'n', '0101'], ['$', '01430952', 'v', '0000'], ['~', '01431132', 'v', '0000']]",2,"[['02', '00'], ['09', '00']]",sexual gratification through self-stimulation
7104,01430952,35,v,01,"[['masturbate', '1']]",003,"[['$', '01430633', 'v', '0000'], ['@', '02116118', 'v', '0000'], ['+', '00855674', 'n', '0101']]",1,"[['09', '00']]","sexually; ""The old man wanted to be masturbated by the prostitute"""
7105,01431132,35,v,01,"[['scarf', '0']]",001,"[['@', '01430633', 'v', '0000']]",1,"[['02', '00']]",while strangling oneself
7106,01431230,35,v,04,"[['snog', '0'], ['kiss', '0'], ['buss', '0'], ['osculate', '0']]",009,"[['@', '01206218', 'v', '0000'], ['+', '00138221', 'n', '0403'], ['+', '10237196', 'n', '0402'], ['+', '00138221', 'n', '0302'], ['+', '00138221', 'n', '0201'], ['+', '10237196', 'n', '0201'], ['+', '00854000', 'n', '0205'], ['+', '00854393', 'n', '0101'], ['~', '01431879', 'v', '0000']]",5,"[['02', '00'], ['08', '00'], ['09', '00'], ['20', '00'], ['21', '00']]","with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc.; ""The newly married couple kissed""; ""She kissed her grandfather on the forehead when she entered the room"""
7107,01431723,35,v,01,"[['kiss', '1']]",002,"[['@', '01206218', 'v', '0000'], ['+', '00138078', 'n', '0101']]",2,"[['01', '00'], ['02', '00']]","lightly or gently; ""the blossoms were kissed by the soft rain"""
7108,01431879,35,v,02,"[['smack', '1'], ['peck', '0']]",002,"[['@', '01431230', 'v', '0000'], ['+', '00138599', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]",lightly
7109,01431987,35,v,01,"[['tickle', '0']]",004,"[['@', '01226215', 'v', '0000'], ['+', '05723417', 'n', '0101'], ['+', '00144445', 'n', '0101'], ['+', '00144445', 'n', '0102']]",3,"[['08', '00'], ['09', '00'], ['10', '00']]","or stroke lightly; ""The grass tickled her calves"""
7110,01432176,35,v,02,"[['lick', '0'], ['lap', '0']]",004,"[['@', '01225970', 'v', '0000'], ['+', '00150591', 'n', '0202'], ['+', '00150591', 'n', '0101'], ['~', '01432353', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","the tongue over; ""the dog licked her hand"""
7111,01432353,35,v,01,"[['tongue', '0']]",002,"[['@', '01432176', 'v', '0000'], ['+', '05301072', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]",or explore with the tongue
7112,01432474,35,v,01,"[['mouth', '0']]",003,"[['@', '01206218', 'v', '0000'], ['+', '05301908', 'n', '0101'], ['+', '05302499', 'n', '0101']]",2,"[['08', '00'], ['09', '00']]",with the mouth
7113,01432601,35,v,01,"[['bear', '0']]",008,"[['@', '01449974', 'v', '0000'], ['*', '01850315', 'v', '0000'], ['*', '01831531', 'v', '0000'], ['+', '09897696', 'n', '0102'], ['+', '10395073', 'n', '0102'], ['+', '10311243', 'n', '0101'], ['$', '01601234', 'v', '0103'], ['~', '01451351', 'v', '0000']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","while holding up or supporting; ""Bear gifts""; ""bear a heavy load""; ""bear news""; ""bearing orders"""
7114,01432914,35,v,01,"[['spirit_away', '0']]",001,"[['@', '01434278', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","away rapidly and secretly, as if mysteriously"
7115,01433042,35,v,01,"[['bucket', '0']]",003,"[['@', '01449974', 'v', '0000'], ['+', '13765749', 'n', '0101'], ['+', '02909870', 'n', '0101']]",1,"[['08', '00']]",in a bucket
7116,01433159,35,v,01,"[['return', '1']]",003,"[['@', '01449974', 'v', '0000'], [';c', '00468480', 'n', '0000'], ['+', '00559724', 'n', '0101']]",1,"[['08', '00']]","a return; ""return a kickback"""
7117,01433294,35,v,04,"[['bring', '0'], ['get', '3'], ['convey', '0'], ['fetch', '0']]",008,"[['@', '01435380', 'v', '0000'], ['*', '01849221', 'v', '0000'], ['+', '00315986', 'n', '0305'], ['~', '01433809', 'v', '0000'], ['~', '01433991', 'v', '0000'], ['!', '01434278', 'v', '0101'], ['~', '01438304', 'v', '0000'], ['$', '02077656', 'v', '0000']]",5,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00'], ['21', '00']]","or come after and bring or take back; ""Get me those books over there, please""; ""Could you bring the wine?""; ""The dog fetched the hat"""
7118,01433674,35,v,01,"[['fetch', '3']]",001,"[['@', '02077656', 'v', '0000']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","away or remove; ""The devil will fetch you!"""
7119,01433809,35,v,01,"[['retrieve', '0']]",003,"[['@', '01433294', 'v', '0000'], ['+', '02099029', 'n', '0101'], ['$', '01433991', 'v', '0000']]",2,"[['01', '00'], ['11', '00']]","after, pick up, and bring to the master; ""train the dog to retrieve"""
7120,01433991,35,v,01,"[['retrieve', '2']]",002,"[['$', '01433809', 'v', '0000'], ['@', '01433294', 'v', '0000']]",1,"[['08', '00']]","for and bring back; ""retrieve the car from the parking garage"""
7121,01434140,35,v,01,"[['bring', '2']]",002,"[['*', '01849221', 'v', '0000'], ['$', '02077656', 'v', '0000']]",1,"[['09', '00']]","accompanied by; ""Can I bring my cousin to the dinner?"""
7122,01434278,35,v,05,"[['take_away', '0'], ['bear_off', '0'], ['bear_away', '0'], ['carry_away', '0'], ['carry_off', '0']]",006,"[['*', '02009433', 'v', '0000'], ['@', '00173338', 'v', '0000'], ['!', '01433294', 'v', '0101'], ['~', '01432914', 'v', '0000'], ['~', '01435000', 'v', '0000'], ['~', '01435128', 'v', '0000']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","from a certain place, environment, or mental or emotional state; transport into a new location or state; ""Their dreams carried the Romantics away into distant lands""; ""The car carried us off to the meeting""; ""I'll take you away on a holiday""; ""I got carried away when I saw the dead man and I started to cry"""
7123,01434822,35,v,01,"[['pile', '3']]",002,"[['@', '01494310', 'v', '0000'], ['+', '07961480', 'n', '0101']]",1,"[['21', '00']]","or lay as if in a pile; ""The teacher piled work on the students until the parents protested"""
7124,01435000,35,v,02,"[['spirit_away', '1'], ['spirit_off', '0']]",001,"[['@', '01434278', 'v', '0000']]",2,"[['10', '00'], ['11', '00']]",off mysteriously; as if by magic
7125,01435128,35,v,02,"[['whisk_off', '0'], ['whisk_away', '0']]",001,"[['@', '01434278', 'v', '0000']]",3,"[['08', '00'], ['09', '00'], ['10', '00']]",away quickly and suddenly
7126,01435254,35,v,02,"[['whisk', '1'], ['whisk_off', '1']]",002,"[['@', '01392237', 'v', '0000'], ['+', '04578801', 'n', '0101']]",2,"[['08', '00'], ['11', '00']]",or wipe off lightly
7127,01435380,35,v,06,"[['transmit', '0'], ['transfer', '0'], ['transport', '1'], ['channel', '0'], ['channelize', '0'], ['channelise', '0']]",025,"[['@', '01850315', 'v', '0000'], ['+', '01142519', 'n', '0602'], ['+', '01142519', 'n', '0501'], ['+', '06260121', 'n', '0501'], ['+', '06259898', 'n', '0501'], ['+', '05250659', 'n', '0504'], ['+', '01142519', 'n', '0401'], ['+', '01142519', 'n', '0402'], ['+', '06260121', 'n', '0401'], ['+', '03100490', 'n', '0302'], ['+', '01105259', 'n', '0303'], ['+', '00201671', 'n', '0201'], ['+', '10724699', 'n', '0201'], ['+', '10724699', 'n', '0202'], ['+', '00315986', 'n', '0204'], ['+', '00121366', 'n', '0101'], ['+', '10578762', 'n', '0102'], ['+', '00121366', 'n', '0103'], ['+', '00121366', 'n', '0102'], ['~', '01433294', 'v', '0000'], ['~', '01436015', 'v', '0000'], ['~', '01436139', 'v', '0000'], ['~', '01436290', 'v', '0000'], ['~', '01436518', 'v', '0000'], ['~', '01437254', 'v', '0000']]",3,"[['08', '00'], ['11', '00'], ['21', '00']]","from one person or place to another; ""transmit a message"""
7128,01436015,35,v,01,"[['project', '1']]",001,"[['@', '01435380', 'v', '0000']]",1,"[['08', '00']]",(ideas or principles) from one domain into another
7129,01436139,35,v,01,"[['propagate', '0']]",003,"[['$', '02085573', 'v', '0000'], ['@', '01435380', 'v', '0000'], ['+', '11512992', 'n', '0101']]",1,"[['11', '00']]","""propagate sound or light through air"""
7130,01436290,35,v,01,"[['translate', '0']]",001,"[['@', '01435380', 'v', '0000']]",1,"[['09', '00']]",to a certain spiritual state
7131,01436391,35,v,01,"[['pipe_in', '0']]",001,"[['@', '01449974', 'v', '0000']]",1,"[['08', '00']]","to a destiny through pipes; ""We have to pipe in oil"""
7132,01436518,35,v,02,"[['turn', '8'], ['release', '1']]",004,"[['@', '01435380', 'v', '0000'], ['+', '00329619', 'n', '0203'], ['~', '01436721', 'v', '0000'], ['~', '01437011', 'v', '0000']]",1,"[['21', '00']]","(something) fall or spill from a container; ""turn the flour onto a plate"""
7133,01436721,35,v,01,"[['deflate', '0']]",002,"[['@', '01436518', 'v', '0000'], ['+', '00361932', 'n', '0101']]",1,"[['08', '00']]","contained air or gas from; ""deflate the air mattress"""
7134,01436865,35,v,01,"[['deflate', '1']]",002,"[['@', '02083497', 'v', '0000'], ['+', '00361932', 'n', '0101']]",1,"[['08', '00']]","by releasing contained air or gas; ""deflate a balloon"""
7135,01437011,35,v,01,"[['throw', '8']]",002,"[['@', '01436518', 'v', '0000'], ['~', '01437144', 'v', '0000']]",1,"[['08', '00']]","(a die) out onto a flat surface; ""Throw a six"""
7136,01437144,35,v,01,"[['shoot', '3']]",002,"[['@', '01437011', 'v', '0000'], ['+', '10591678', 'n', '0101']]",1,"[['02', '00']]","dice, as in a crap game"
7137,01437254,35,v,02,"[['send', '0'], ['send_out', '0']]",007,"[['@', '01435380', 'v', '0000'], ['+', '10578762', 'n', '0101'], ['+', '00121166', 'n', '0101'], ['^', '00949974', 'v', '0103'], ['~', '01437597', 'v', '0000'], ['~', '01437725', 'v', '0000'], ['~', '01437888', 'v', '0000']]",3,"[['08', '00'], ['15', '00'], ['21', '00']]","cause or order to be taken, directed, or transmitted to another place; ""He had sent the dispatches downtown to the proper people and had slept"""
7138,01437597,35,v,01,"[['send_in', '0']]",001,"[['@', '01437254', 'v', '0000']]",2,"[['08', '00'], ['21', '00']]","in; cause to be delivered; ""Send in your comments"""
7139,01437725,35,v,01,"[['mail_out', '0']]",001,"[['@', '01437254', 'v', '0000']]",3,"[['08', '00'], ['11', '00'], ['15', '00']]","by mail; ""The company mailed out the catalog to all potential customers"""
7140,01437888,35,v,02,"[['mail', '0'], ['get_off', '0']]",009,"[['@', '01437254', 'v', '0000'], ['+', '10282920', 'n', '0101'], ['+', '08463063', 'n', '0101'], ['+', '03709644', 'n', '0101'], ['+', '06264398', 'n', '0101'], ['+', '06275634', 'n', '0101'], ['+', '08463647', 'n', '0101'], ['+', '00122338', 'n', '0101'], ['~', '01438183', 'v', '0000']]",3,"[['08', '00'], ['14', '00'], ['15', '00']]","via the postal service; ""I'll mail you the check tomorrow"""
7141,01438183,35,v,01,"[['pouch', '1']]",001,"[['@', '01437888', 'v', '0000']]",1,"[['08', '00']]",by special mail that goes through diplomatic channels
7142,01438304,35,v,01,"[['deliver', '0']]",008,"[['@', '01433294', 'v', '0000'], ['+', '10001058', 'n', '0101'], ['+', '10001217', 'n', '0103'], ['+', '00317207', 'n', '0101'], ['~', '01438585', 'v', '0000'], ['~', '01438681', 'v', '0000'], ['~', '01489465', 'v', '0000'], ['~', '02348459', 'v', '0000']]",3,"[['08', '00'], ['11', '00'], ['15', '00']]","to a destination, make a delivery; ""our local super market delivers"""
7143,01438585,35,v,01,"[['misdeliver', '0']]",001,"[['@', '01438304', 'v', '0000']]",1,"[['08', '00']]",to the wrong address
7144,01438681,35,v,03,"[['serve', '0'], ['process', '0'], ['swear_out', '0']]",004,"[['@', '01438304', 'v', '0000'], ['+', '06556692', 'n', '0202'], ['~', '00793418', 'v', '0000'], ['~', '01270199', 'v', '0000']]",2,"[['08', '00'], ['17', '00']]","a warrant or summons to someone; ""He was processed by the sheriff"""
